pedido_id,data_pedido,loja,canal_aquisicao,n_itens,categoria_principal,receita_liquida,desconto_aplicado,cliente_id
PED000292,2025-07-05,Centro,Instagram Ads,4,Vitaminas,264.52,0.02,CLI01359
PED000293,2025-07-22,Centro,Orgânico,2,Creatina,277.73,0.02,CLI02136
PED000294,2025-07-21,Barra,Busca Paga,3,Creatina,321.42,0.01,CLI00242
PED000295,2025-07-26,Barra,Orgânico,3,Whey Protein,493.37,0.02,CLI03928
PED000296,2025-07-03,Barra,Instagram Ads,4,Bebidas Funcionais,282.98,0.08,CLI00662
PED000297,2025-07-16,Shopping Norte,Orgânico,4,Creatina,558.51,0.02,CLI03319
PED000298,2025-07-10,Centro,Orgânico,3,Vitaminas,438.45,0.0,CLI03068
PED000299,2025-07-19,Shopping Norte,Busca Paga,1,Creatina,114.23,0.01,CLI03983
PED000300,2025-07-01,Shopping Norte,CRM/Email,4,Creatina,221.67,0.03,CLI02978
PED000301,2025-07-03,Centro,Orgânico,3,Creatina,260.29,0.08,CLI00817
PED000302,2025-07-22,Barra,Orgânico,3,Bebidas Funcionais,207.59,0.07,CLI01097
PED000303,2025-07-13,Shopping Norte,Orgânico,3,Barras e Snacks,260.05,0.06,CLI04995
PED000304,2025-07-15,Centro,Influencer,3,Whey Protein,557.87,0.0,CLI00732
PED000305,2025-07-03,Shopping Norte,Orgânico,2,Vitaminas,77.78,0.02,CLI00003
PED000306,2025-07-26,Shopping Norte,Instagram Ads,1,Creatina,135.28,0.04,CLI02667
PED000307,2025-07-09,Barra,Instagram Ads,3,Barras e Snacks,180.38,0.01,CLI00250
PED000308,2025-07-27,Shopping Norte,CRM/Email,2,Vitaminas,71.54,0.0,CLI04679
PED000309,2025-07-10,Shopping Norte,Instagram Ads,2,Whey Protein,374.62,0.05,CLI03557
PED000310,2025-07-13,Shopping Norte,Orgânico,2,Creatina,144.69,0.03,CLI00955
PED000311,2025-07-17,Barra,Orgânico,3,Barras e Snacks,143.7,0.01,CLI00384
PED000312,2025-07-07,Shopping Norte,CRM/Email,3,Barras e Snacks,235.94,0.07,CLI03047
PED000313,2025-07-08,Barra,Orgânico,2,Bebidas Funcionais,26.9,0.06,CLI00769
PED000314,2025-07-25,Shopping Norte,Instagram Ads,2,Bebidas Funcionais,32.06,0.05,CLI02104
PED000315,2025-07-27,Centro,CRM/Email,3,Creatina,407.41,0.06,CLI03348
PED000316,2025-07-11,Barra,Orgânico,3,Vitaminas,364.95,0.05,CLI03771
PED000317,2025-07-14,Barra,Influencer,1,Whey Protein,148.58,0.02,CLI00920
PED000318,2025-07-16,Shopping Norte,Orgânico,1,Barras e Snacks,17.54,0.05,CLI04805
PED000319,2025-07-20,Barra,CRM/Email,2,Bebidas Funcionais,29.13,0.04,CLI02259
PED000320,2025-07-22,Barra,Instagram Ads,2,Vitaminas,112.14,0.04,CLI02218
PED000321,2025-07-18,Shopping Norte,CRM/Email,1,Creatina,130.7,0.05,CLI01099
PED000322,2025-07-12,Centro,CRM/Email,3,Vitaminas,284.71,0.01,CLI04502
PED000323,2025-07-06,Shopping Norte,CRM/Email,3,Whey Protein,417.43,0.05,CLI02691
PED000324,2025-07-26,Shopping Norte,Orgânico,4,Vitaminas,271.06,0.06,CLI04736
PED000325,2025-07-09,Shopping Norte,Busca Paga,3,Vitaminas,128.55,0.05,CLI04275
PED000326,2025-07-17,Centro,Orgânico,3,Bebidas Funcionais,138.59,0.0,CLI03857
PED000327,2025-07-02,Barra,Orgânico,1,Creatina,113.43,0.01,CLI00763
PED000328,2025-07-25,Shopping Norte,Instagram Ads,1,Whey Protein,222.12,0.01,CLI00584
PED000329,2025-07-04,Shopping Norte,Instagram Ads,3,Creatina,491.5,0.01,CLI02149
PED000330,2025-07-05,Centro,Orgânico,3,Whey Protein,421.4,0.01,CLI04582
PED000331,2025-07-10,Barra,Instagram Ads,2,Whey Protein,381.48,0.07,CLI04921
PED000332,2025-07-10,Shopping Norte,Instagram Ads,2,Whey Protein,347.73,0.04,CLI01295
PED000333,2025-07-09,Centro,Busca Paga,2,Barras e Snacks,29.99,0.0,CLI00447
PED000334,2025-07-13,Shopping Norte,CRM/Email,3,Whey Protein,396.77,0.06,CLI00849
PED000335,2025-07-06,Barra,CRM/Email,3,Vitaminas,184.46,0.08,CLI00220
PED000336,2025-07-25,Centro,Orgânico,2,Creatina,138.22,0.05,CLI02054
PED000337,2025-07-25,Shopping Norte,Orgânico,2,Whey Protein,244.94,0.07,CLI02335
PED000338,2025-07-18,Centro,Orgânico,1,Whey Protein,217.01,0.0,CLI00276
PED000339,2025-07-23,Shopping Norte,Busca Paga,2,Vitaminas,269.22,0.02,CLI03758
PED000340,2025-07-07,Shopping Norte,Orgânico,3,Vitaminas,272.29,0.06,CLI04109
PED000341,2025-07-10,Barra,Instagram Ads,3,Whey Protein,591.0,0.03,CLI03436
PED000342,2025-07-01,Shopping Norte,Busca Paga,1,Vitaminas,64.66,0.04,CLI01068
PED000343,2025-07-25,Centro,Influencer,1,Whey Protein,150.38,0.06,CLI02952
PED000344,2025-07-26,Centro,Busca Paga,2,Barras e Snacks,148.87,0.06,CLI00733
PED000345,2025-07-02,Barra,Orgânico,4,Creatina,376.78,0.01,CLI01087
PED000346,2025-07-20,Centro,CRM/Email,2,Vitaminas,252.24,0.02,CLI03798
PED000347,2025-07-01,Centro,Instagram Ads,4,Whey Protein,243.31,0.08,CLI01962
PED000348,2025-07-25,Centro,Orgânico,4,Whey Protein,528.2,0.01,CLI01274
PED000349,2025-07-12,Centro,Busca Paga,4,Vitaminas,676.38,0.01,CLI02399
PED000350,2025-07-21,Shopping Norte,Orgânico,2,Whey Protein,413.56,0.04,CLI04948
PED000351,2025-07-25,Barra,Busca Paga,3,Vitaminas,348.38,0.02,CLI02938
PED000352,2025-07-23,Shopping Norte,Orgânico,2,Barras e Snacks,74.86,0.07,CLI00192
PED000353,2025-07-23,Barra,Instagram Ads,2,Whey Protein,166.27,0.06,CLI04539
PED000354,2025-07-11,Barra,Busca Paga,1,Vitaminas,45.13,0.06,CLI02012
PED000355,2025-07-24,Centro,Orgânico,3,Barras e Snacks,268.95,0.03,CLI04770
PED000356,2025-07-17,Centro,Busca Paga,3,Creatina,370.35,0.02,CLI04118
PED000357,2025-07-14,Shopping Norte,Instagram Ads,2,Barras e Snacks,139.91,0.02,CLI04525
PED000358,2025-07-03,Barra,Busca Paga,2,Barras e Snacks,33.23,0.03,CLI01084
PED000359,2025-07-17,Centro,Orgânico,3,Vitaminas,391.93,0.03,CLI04622
PED000360,2025-07-03,Barra,Busca Paga,1,Vitaminas,45.25,0.06,CLI02467
PED000361,2025-07-01,Shopping Norte,CRM/Email,2,Barras e Snacks,31.7,0.05,CLI02403
PED000362,2025-07-13,Shopping Norte,Influencer,3,Vitaminas,364.63,0.01,CLI01308
PED000363,2025-07-07,Shopping Norte,Orgânico,1,Creatina,107.69,0.08,CLI01581
PED000364,2025-07-18,Barra,Busca Paga,2,Creatina,222.16,0.02,CLI02781
PED000365,2025-07-26,Shopping Norte,Influencer,4,Vitaminas,432.35,0.01,CLI00608
PED000366,2025-07-11,Centro,Orgânico,1,Bebidas Funcionais,12.97,0.04,CLI01476
PED000367,2025-07-14,Centro,Busca Paga,4,Barras e Snacks,476.0,0.05,CLI00225
PED000368,2025-07-20,Shopping Norte,Instagram Ads,1,Whey Protein,169.96,0.07,CLI04126
PED000369,2025-07-09,Barra,Busca Paga,2,Creatina,146.66,0.06,CLI01049
PED000370,2025-07-13,Shopping Norte,CRM/Email,1,Whey Protein,213.92,0.0,CLI02951
PED000371,2025-07-12,Centro,Busca Paga,4,Bebidas Funcionais,442.23,0.05,CLI04587
PED000372,2025-07-08,Centro,Busca Paga,2,Creatina,124.73,0.04,CLI01903
PED000373,2025-07-17,Shopping Norte,Busca Paga,1,Creatina,113.15,0.01,CLI04472
PED000374,2025-07-05,Centro,Busca Paga,1,Whey Protein,197.76,0.0,CLI00926
PED000375,2025-07-21,Centro,Instagram Ads,3,Bebidas Funcionais,45.44,0.04,CLI04160
PED000376,2025-07-22,Centro,Orgânico,2,Barras e Snacks,123.19,0.03,CLI03940
PED000377,2025-07-06,Shopping Norte,Instagram Ads,3,Whey Protein,285.97,0.03,CLI03407
PED000378,2025-07-10,Barra,CRM/Email,3,Creatina,315.13,0.03,CLI04714
PED000379,2025-07-19,Shopping Norte,Busca Paga,1,Creatina,121.48,0.06,CLI01631
PED000380,2025-07-21,Shopping Norte,CRM/Email,2,Creatina,248.92,0.05,CLI00927
PED000381,2025-07-01,Shopping Norte,Orgânico,2,Barras e Snacks,217.9,0.07,CLI04655
PED000382,2025-07-13,Centro,Orgânico,2,Bebidas Funcionais,214.26,0.01,CLI00012
PED000383,2025-07-24,Centro,Orgânico,4,Barras e Snacks,536.99,0.01,CLI01385
PED000384,2025-07-12,Shopping Norte,Instagram Ads,3,Whey Protein,406.59,0.01,CLI04684
PED000385,2025-07-25,Centro,CRM/Email,3,Barras e Snacks,158.19,0.05,CLI00527
PED000386,2025-07-26,Barra,CRM/Email,2,Vitaminas,236.64,0.01,CLI04428
PED000387,2025-07-13,Centro,Orgânico,4,Barras e Snacks,102.25,0.02,CLI04219
PED000388,2025-07-23,Centro,Orgânico,2,Whey Protein,351.54,0.0,CLI03214
PED000389,2025-07-14,Centro,Busca Paga,3,Bebidas Funcionais,261.61,0.03,CLI04943
PED000390,2025-07-20,Barra,Busca Paga,2,Vitaminas,283.16,0.01,CLI02339
PED000391,2025-07-11,Barra,CRM/Email,3,Creatina,188.64,0.02,CLI04079
PED000392,2025-07-26,Barra,Influencer,1,Whey Protein,172.98,0.07,CLI00129
PED000393,2025-07-09,Shopping Norte,CRM/Email,3,Creatina,396.3,0.01,CLI00243
PED000394,2025-07-20,Shopping Norte,Orgânico,3,Whey Protein,558.81,0.04,CLI03272
PED000395,2025-07-12,Barra,Busca Paga,2,Vitaminas,97.56,0.01,CLI04063
PED000396,2025-07-17,Centro,Busca Paga,2,Bebidas Funcionais,71.26,0.02,CLI01244
PED000397,2025-07-26,Barra,Orgânico,2,Barras e Snacks,124.05,0.05,CLI01894
PED000398,2025-07-14,Shopping Norte,Instagram Ads,4,Whey Protein,486.35,0.06,CLI02571
PED000399,2025-07-03,Shopping Norte,CRM/Email,3,Creatina,269.26,0.07,CLI00798
PED000400,2025-07-25,Shopping Norte,Busca Paga,1,Bebidas Funcionais,10.95,0.07,CLI00947
PED000401,2025-07-10,Centro,CRM/Email,3,Creatina,352.38,0.03,CLI04746
PED000402,2025-07-02,Centro,CRM/Email,1,Bebidas Funcionais,10.13,0.02,CLI01540
PED000403,2025-07-03,Shopping Norte,Busca Paga,1,Vitaminas,64.55,0.05,CLI03837
PED000404,2025-07-03,Centro,Instagram Ads,2,Vitaminas,117.79,0.01,CLI00559
PED000405,2025-07-12,Barra,Instagram Ads,3,Vitaminas,302.75,0.04,CLI00693
PED000406,2025-07-19,Centro,CRM/Email,2,Bebidas Funcionais,152.11,0.03,CLI01125
PED000407,2025-07-27,Shopping Norte,Orgânico,1,Bebidas Funcionais,13.21,0.01,CLI03495
PED000408,2025-07-11,Barra,Busca Paga,3,Whey Protein,445.27,0.05,CLI01772
PED000409,2025-07-06,Barra,Orgânico,3,Whey Protein,453.87,0.02,CLI01450
PED000410,2025-07-09,Barra,CRM/Email,2,Bebidas Funcionais,69.11,0.05,CLI00954
PED000411,2025-07-19,Centro,Busca Paga,3,Barras e Snacks,223.56,0.05,CLI04874
PED000412,2025-07-08,Centro,Instagram Ads,1,Creatina,122.89,0.04,CLI04087
PED000413,2025-07-03,Centro,Influencer,1,Whey Protein,182.11,0.04,CLI03568
PED000414,2025-07-22,Centro,Instagram Ads,1,Bebidas Funcionais,12.7,0.06,CLI03480
PED000415,2025-07-26,Shopping Norte,Influencer,2,Vitaminas,215.22,0.04,CLI01518
PED000416,2025-07-14,Shopping Norte,Busca Paga,2,Bebidas Funcionais,61.45,0.08,CLI01820
PED000417,2025-07-02,Centro,Busca Paga,3,Vitaminas,271.28,0.03,CLI02032
PED000418,2025-07-23,Barra,CRM/Email,3,Creatina,455.65,0.01,CLI02861
PED000419,2025-07-03,Shopping Norte,Orgânico,1,Whey Protein,204.46,0.03,CLI00999
PED000420,2025-07-23,Centro,Orgânico,3,Whey Protein,396.12,0.08,CLI03804
PED000421,2025-07-13,Shopping Norte,CRM/Email,3,Barras e Snacks,207.51,0.06,CLI01367
PED000422,2025-07-09,Shopping Norte,Busca Paga,3,Barras e Snacks,179.88,0.06,CLI02113
PED000423,2025-07-27,Shopping Norte,Instagram Ads,3,Barras e Snacks,86.89,0.03,CLI04909
PED000424,2025-07-21,Centro,Busca Paga,3,Whey Protein,472.21,0.06,CLI04392
PED000425,2025-07-09,Shopping Norte,Influencer,1,Whey Protein,189.92,0.03,CLI01986
PED000426,2025-07-23,Centro,Busca Paga,2,Whey Protein,216.18,0.0,CLI01379
PED000427,2025-07-02,Centro,Busca Paga,3,Creatina,442.45,0.05,CLI04441
PED000428,2025-07-18,Centro,CRM/Email,3,Vitaminas,415.77,0.03,CLI00345
PED000429,2025-07-20,Shopping Norte,CRM/Email,2,Vitaminas,239.92,0.01,CLI00274
PED000430,2025-07-20,Centro,Influencer,3,Whey Protein,299.76,0.06,CLI03333
PED000431,2025-07-09,Shopping Norte,CRM/Email,3,Bebidas Funcionais,38.81,0.02,CLI01141
PED000432,2025-07-24,Centro,Orgânico,1,Whey Protein,172.22,0.03,CLI00073
PED000433,2025-07-19,Barra,Instagram Ads,2,Whey Protein,220.88,0.05,CLI02245
PED000434,2025-07-22,Barra,CRM/Email,4,Creatina,357.99,0.05,CLI01216
PED000435,2025-07-09,Shopping Norte,Instagram Ads,1,Vitaminas,61.47,0.07,CLI02372
PED000436,2025-07-19,Barra,Instagram Ads,3,Whey Protein,332.12,0.0,CLI03656
PED000437,2025-07-06,Centro,CRM/Email,2,Vitaminas,71.3,0.07,CLI00914
PED000438,2025-07-03,Barra,CRM/Email,2,Vitaminas,100.32,0.04,CLI01190
PED000439,2025-07-19,Centro,Influencer,1,Vitaminas,68.16,0.02,CLI01812
PED000440,2025-07-07,Centro,Orgânico,3,Bebidas Funcionais,236.39,0.05,CLI02331
PED000441,2025-07-01,Barra,Busca Paga,1,Whey Protein,189.07,0.07,CLI00690
PED000442,2025-07-03,Shopping Norte,CRM/Email,2,Creatina,158.9,0.08,CLI00116
PED000443,2025-07-23,Shopping Norte,Orgânico,4,Whey Protein,514.98,0.02,CLI03663
PED000444,2025-07-01,Centro,Orgânico,2,Barras e Snacks,144.14,0.01,CLI00546
PED000445,2025-07-06,Shopping Norte,Instagram Ads,2,Vitaminas,175.26,0.07,CLI02062
PED000446,2025-07-21,Barra,Busca Paga,1,Vitaminas,54.28,0.05,CLI04853
PED000447,2025-07-05,Barra,Orgânico,4,Vitaminas,611.14,0.07,CLI03732
PED000448,2025-07-22,Centro,Instagram Ads,2,Creatina,142.63,0.01,CLI02722
PED000449,2025-07-24,Centro,Busca Paga,1,Barras e Snacks,16.2,0.07,CLI03332
PED000450,2025-07-24,Centro,Busca Paga,3,Barras e Snacks,188.8,0.07,CLI01080
PED000451,2025-07-22,Shopping Norte,Busca Paga,2,Barras e Snacks,80.55,0.07,CLI00499
PED000452,2025-07-06,Centro,CRM/Email,1,Barras e Snacks,17.98,0.03,CLI04566
PED000453,2025-07-10,Barra,Orgânico,2,Bebidas Funcionais,181.45,0.04,CLI02739
PED000454,2025-07-15,Centro,Orgânico,1,Bebidas Funcionais,9.48,0.08,CLI04039
PED000455,2025-07-09,Centro,CRM/Email,2,Creatina,259.03,0.07,CLI02602
PED000456,2025-07-25,Centro,Orgânico,1,Whey Protein,171.24,0.02,CLI01231
PED000457,2025-07-19,Barra,Busca Paga,3,Whey Protein,409.31,0.02,CLI00897
PED000458,2025-07-01,Centro,Orgânico,1,Bebidas Funcionais,12.04,0.0,CLI03684
PED000459,2025-07-07,Barra,Orgânico,3,Bebidas Funcionais,375.82,0.02,CLI04704
PED000460,2025-07-21,Shopping Norte,Busca Paga,2,Vitaminas,73.34,0.06,CLI03130
PED000461,2025-07-15,Centro,Instagram Ads,2,Whey Protein,370.46,0.08,CLI00548
PED000462,2025-07-02,Centro,Instagram Ads,4,Whey Protein,422.54,0.03,CLI02729
PED000463,2025-07-02,Barra,Orgânico,3,Barras e Snacks,300.22,0.03,CLI00670
PED000464,2025-07-12,Barra,Instagram Ads,1,Whey Protein,170.57,0.02,CLI04152
PED000465,2025-07-25,Shopping Norte,CRM/Email,3,Barras e Snacks,319.4,0.04,CLI02495
PED000466,2025-07-25,Shopping Norte,Orgânico,3,Creatina,454.19,0.04,CLI03202
PED000467,2025-07-24,Shopping Norte,Busca Paga,3,Creatina,350.03,0.05,CLI00586
PED000468,2025-07-17,Shopping Norte,Busca Paga,1,Bebidas Funcionais,11.09,0.03,CLI00157
PED000469,2025-07-20,Centro,Orgânico,3,Vitaminas,270.62,0.02,CLI04825
PED000470,2025-07-03,Shopping Norte,Instagram Ads,3,Barras e Snacks,202.06,0.04,CLI04663
PED000471,2025-07-22,Barra,Orgânico,3,Vitaminas,237.88,0.0,CLI02512
PED000472,2025-07-14,Shopping Norte,CRM/Email,2,Vitaminas,152.85,0.05,CLI04295
PED000473,2025-07-17,Shopping Norte,Busca Paga,2,Whey Protein,255.42,0.03,CLI01164
PED000474,2025-07-13,Barra,CRM/Email,3,Vitaminas,146.63,0.03,CLI01300
PED000475,2025-07-22,Shopping Norte,CRM/Email,3,Barras e Snacks,94.71,0.03,CLI03090
PED000476,2025-07-11,Centro,Orgânico,2,Creatina,250.44,0.07,CLI00816
PED000477,2025-07-06,Shopping Norte,CRM/Email,2,Barras e Snacks,28.73,0.06,CLI04501
PED000478,2025-07-02,Shopping Norte,Orgânico,3,Bebidas Funcionais,133.82,0.02,CLI03241
PED000479,2025-07-18,Barra,Busca Paga,3,Barras e Snacks,373.25,0.01,CLI02245
PED000480,2025-07-21,Centro,Busca Paga,3,Whey Protein,411.07,0.0,CLI00740
PED000481,2025-07-22,Centro,Orgânico,1,Whey Protein,193.95,0.03,CLI00854
PED000482,2025-07-17,Shopping Norte,Instagram Ads,4,Bebidas Funcionais,231.52,0.0,CLI00242
PED000483,2025-07-20,Centro,Instagram Ads,3,Creatina,526.05,0.04,CLI01996
PED000484,2025-07-20,Centro,Busca Paga,2,Barras e Snacks,161.41,0.05,CLI00232
PED000485,2025-07-01,Barra,Busca Paga,1,Creatina,108.86,0.07,CLI02277
PED000486,2025-07-10,Centro,Influencer,2,Vitaminas,167.51,0.03,CLI00343
PED000487,2025-07-01,Barra,Orgânico,4,Bebidas Funcionais,249.47,0.05,CLI02188
PED000488,2025-07-26,Barra,Busca Paga,2,Bebidas Funcionais,63.21,0.04,CLI02664
PED000489,2025-07-22,Shopping Norte,CRM/Email,1,Whey Protein,165.85,0.08,CLI03020
PED000490,2025-07-21,Centro,CRM/Email,4,Vitaminas,343.96,0.03,CLI00655
PED000491,2025-07-05,Centro,Orgânico,3,Vitaminas,348.6,0.06,CLI03735
PED000492,2025-07-16,Centro,Influencer,1,Bebidas Funcionais,10.05,0.02,CLI00990
PED000493,2025-07-09,Barra,Influencer,2,Whey Protein,415.69,0.04,CLI02572
PED000494,2025-07-06,Shopping Norte,CRM/Email,3,Whey Protein,347.47,0.04,CLI02884
PED000495,2025-07-10,Shopping Norte,Busca Paga,3,Bebidas Funcionais,188.5,0.02,CLI01014
PED000496,2025-07-25,Barra,CRM/Email,3,Bebidas Funcionais,142.39,0.03,CLI04087
PED000497,2025-07-02,Centro,CRM/Email,2,Whey Protein,380.6,0.02,CLI02794
PED000498,2025-07-22,Shopping Norte,CRM/Email,1,Bebidas Funcionais,11.51,0.07,CLI04657
PED000499,2025-07-17,Centro,Orgânico,1,Whey Protein,162.6,0.05,CLI04568
PED000500,2025-07-26,Centro,Orgânico,2,Barras e Snacks,141.77,0.04,CLI03152
PED000501,2025-07-18,Shopping Norte,Orgânico,2,Bebidas Funcionais,208.29,0.04,CLI03065
PED000502,2025-07-26,Barra,Influencer,1,Whey Protein,204.64,0.06,CLI03927
PED000503,2025-07-04,Centro,Busca Paga,3,Creatina,301.37,0.07,CLI00868
PED000504,2025-07-02,Shopping Norte,Orgânico,1,Whey Protein,178.53,0.01,CLI04151
PED000505,2025-07-19,Barra,Influencer,1,Bebidas Funcionais,12.53,0.04,CLI01217
PED000506,2025-07-25,Shopping Norte,Instagram Ads,1,Whey Protein,209.38,0.0,CLI03646
PED000507,2025-07-11,Shopping Norte,CRM/Email,2,Whey Protein,229.44,0.0,CLI04017
PED000508,2025-07-14,Barra,Instagram Ads,2,Bebidas Funcionais,27.82,0.04,CLI00983
PED000509,2025-07-08,Centro,CRM/Email,4,Whey Protein,462.71,0.07,CLI03395
PED000510,2025-07-24,Shopping Norte,Instagram Ads,1,Whey Protein,214.95,0.01,CLI00373
PED000511,2025-07-10,Shopping Norte,Orgânico,1,Barras e Snacks,13.92,0.08,CLI00315
PED000512,2025-07-27,Shopping Norte,Busca Paga,2,Creatina,196.32,0.06,CLI01105
PED000513,2025-07-09,Barra,Busca Paga,1,Whey Protein,214.09,0.0,CLI02244
PED000514,2025-07-17,Shopping Norte,CRM/Email,2,Bebidas Funcionais,62.61,0.03,CLI04737
PED000515,2025-07-01,Centro,Influencer,3,Creatina,207.76,0.03,CLI01546
PED000516,2025-07-12,Centro,Busca Paga,3,Vitaminas,181.61,0.05,CLI01608
PED000517,2025-07-19,Shopping Norte,Orgânico,2,Whey Protein,322.05,0.03,CLI02595
PED000518,2025-07-06,Shopping Norte,CRM/Email,3,Barras e Snacks,140.95,0.01,CLI03383
PED000519,2025-07-12,Centro,Instagram Ads,2,Creatina,226.33,0.03,CLI04682
PED000520,2025-07-13,Shopping Norte,CRM/Email,3,Creatina,289.43,0.03,CLI04410
PED000521,2025-07-16,Centro,Instagram Ads,3,Barras e Snacks,217.71,0.08,CLI04753
PED000522,2025-07-05,Shopping Norte,CRM/Email,1,Whey Protein,164.15,0.02,CLI01994
PED000523,2025-07-04,Centro,CRM/Email,1,Bebidas Funcionais,10.8,0.07,CLI04965
PED000524,2025-07-17,Centro,Instagram Ads,2,Vitaminas,78.35,0.07,CLI01768
PED000525,2025-07-05,Centro,CRM/Email,4,Barras e Snacks,442.68,0.04,CLI03687
PED000526,2025-07-05,Barra,Busca Paga,3,Vitaminas,243.04,0.06,CLI00523
PED000527,2025-07-06,Shopping Norte,Busca Paga,2,Barras e Snacks,135.84,0.0,CLI03881
PED000528,2025-07-13,Centro,CRM/Email,1,Creatina,113.32,0.04,CLI02374
PED000529,2025-07-22,Shopping Norte,Busca Paga,3,Barras e Snacks,226.72,0.05,CLI02181
PED000530,2025-07-10,Centro,CRM/Email,1,Creatina,128.27,0.02,CLI02736
PED000531,2025-07-13,Barra,Busca Paga,1,Vitaminas,57.24,0.04,CLI02729
PED000532,2025-07-26,Centro,Orgânico,2,Whey Protein,183.97,0.05,CLI02176
PED000533,2025-07-26,Shopping Norte,Orgânico,1,Creatina,143.16,0.07,CLI00351
PED000534,2025-07-07,Shopping Norte,Orgânico,4,Whey Protein,455.36,0.05,CLI01126
PED000535,2025-07-03,Barra,Busca Paga,3,Vitaminas,306.68,0.05,CLI02751
PED000536,2025-07-22,Shopping Norte,Orgânico,3,Creatina,452.42,0.04,CLI02133
PED000537,2025-07-12,Centro,Orgânico,2,Creatina,262.33,0.05,CLI01608
PED000538,2025-07-13,Centro,CRM/Email,1,Whey Protein,203.02,0.01,CLI00888
PED000539,2025-07-08,Barra,Influencer,4,Barras e Snacks,290.59,0.08,CLI04467
PED000540,2025-07-22,Shopping Norte,Busca Paga,3,Vitaminas,181.28,0.04,CLI03876
PED000541,2025-07-16,Centro,Busca Paga,1,Vitaminas,44.41,0.07,CLI04774
PED000542,2025-07-08,Centro,Orgânico,2,Whey Protein,180.26,0.08,CLI00727
PED000543,2025-07-25,Shopping Norte,Orgânico,3,Whey Protein,353.86,0.06,CLI01718
PED000544,2025-07-20,Centro,CRM/Email,2,Barras e Snacks,210.55,0.05,CLI04632
PED000545,2025-07-11,Centro,CRM/Email,2,Bebidas Funcionais,205.45,0.05,CLI01837
PED000546,2025-07-16,Barra,Busca Paga,1,Barras e Snacks,20.13,0.04,CLI03643
PED000547,2025-07-19,Shopping Norte,Busca Paga,1,Vitaminas,61.93,0.05,CLI01604
PED000548,2025-07-15,Shopping Norte,Influencer,4,Whey Protein,578.82,0.02,CLI02503
PED000549,2025-07-16,Centro,CRM/Email,3,Whey Protein,398.76,0.01,CLI01850
PED000550,2025-07-20,Shopping Norte,Busca Paga,2,Creatina,136.51,0.07,CLI04277
PED000551,2025-07-26,Centro,Busca Paga,2,Whey Protein,310.14,0.0,CLI01621
PED000552,2025-07-16,Shopping Norte,CRM/Email,1,Creatina,109.58,0.03,CLI00238
PED000553,2025-07-09,Shopping Norte,CRM/Email,1,Whey Protein,159.79,0.07,CLI02259
PED000554,2025-07-10,Barra,Orgânico,2,Creatina,289.6,0.01,CLI03243
PED000555,2025-07-24,Centro,Orgânico,3,Whey Protein,533.43,0.07,CLI00682
PED000556,2025-07-13,Centro,Instagram Ads,3,Whey Protein,341.07,0.05,CLI04970
PED000557,2025-07-12,Barra,Instagram Ads,3,Bebidas Funcionais,401.41,0.05,CLI01925
PED000558,2025-07-14,Centro,Orgânico,4,Whey Protein,691.83,0.07,CLI04676
PED000559,2025-07-26,Shopping Norte,Busca Paga,4,Barras e Snacks,637.48,0.01,CLI01130
PED000560,2025-07-06,Shopping Norte,Orgânico,1,Creatina,101.4,0.05,CLI00886
PED000561,2025-07-17,Shopping Norte,Orgânico,2,Barras e Snacks,156.96,0.06,CLI01508
PED000562,2025-07-18,Shopping Norte,CRM/Email,2,Whey Protein,385.8,0.0,CLI00491
PED000563,2025-07-15,Shopping Norte,Instagram Ads,2,Whey Protein,212.52,0.07,CLI03968
PED000564,2025-07-10,Centro,Busca Paga,1,Vitaminas,57.26,0.04,CLI02461
PED000565,2025-07-05,Shopping Norte,Orgânico,2,Barras e Snacks,173.69,0.07,CLI02154
PED000566,2025-07-18,Shopping Norte,Orgânico,2,Whey Protein,186.47,0.05,CLI04213
PED000567,2025-07-10,Shopping Norte,Instagram Ads,4,Creatina,317.99,0.06,CLI01783
PED000568,2025-07-25,Centro,Instagram Ads,3,Creatina,272.04,0.05,CLI02701
PED000569,2025-07-03,Shopping Norte,Busca Paga,2,Whey Protein,347.64,0.07,CLI04838
PED000570,2025-07-01,Shopping Norte,Busca Paga,4,Creatina,358.24,0.02,CLI03676
PED000571,2025-07-03,Shopping Norte,Orgânico,1,Creatina,151.12,0.02,CLI01430
PED000572,2025-07-10,Shopping Norte,CRM/Email,1,Whey Protein,178.18,0.02,CLI02025
PED000573,2025-07-01,Centro,Orgânico,4,Creatina,462.2,0.07,CLI01461
PED000574,2025-07-12,Shopping Norte,Instagram Ads,2,Barras e Snacks,37.31,0.03,CLI00356
PED000575,2025-07-21,Centro,CRM/Email,3,Creatina,364.59,0.02,CLI04363
PED000576,2025-07-11,Centro,CRM/Email,2,Bebidas Funcionais,199.49,0.03,CLI01401
PED000577,2025-07-26,Centro,CRM/Email,4,Vitaminas,323.56,0.04,CLI00454
PED000578,2025-07-05,Centro,Orgânico,2,Bebidas Funcionais,199.62,0.05,CLI02018
PED000579,2025-07-16,Shopping Norte,Instagram Ads,3,Barras e Snacks,86.89,0.04,CLI00332
PED000580,2025-07-15,Centro,Busca Paga,4,Bebidas Funcionais,398.86,0.01,CLI00804
