shipment_id,created_at,origin_hub,destination_region,route_id,carrier,service_level,customer_segment,weight_kg,distance_km,promised_at,delivered_at,delay_hours,delivery_status,freight_revenue,operational_cost,contribution_margin,margin_pct
SHP-00453,2026-06-08 13:00:00,HUB-RJ,Centro-Oeste,R-RJ-NE,Atlas Express,D+2,SMB,10.65,300.8,2026-06-10 19:00:00,2026-06-10 18:26:49.952887594,-0.55,No prazo,69.7,37.17,32.53,46.67
SHP-00454,2026-06-22 19:00:00,HUB-SP,Centro-Oeste,R-BH-GO,RotaSul,D+2,B2C,11.35,958.9,2026-06-25 01:00:00,2026-06-25 02:48:08.751372457,1.8,Atraso leve,111.28,67.63,43.65,39.23
SHP-00455,2026-06-30 19:00:00,HUB-PR,Centro-Oeste,R-SP-PR,Atlas Express,Same Day,B2C,6.32,1243.7,2026-07-01 07:00:00,2026-07-01 08:32:30.823479336,1.54,Atraso leve,107.78,52.24,55.54,51.53
SHP-00456,2026-06-10 06:00:00,HUB-SP,Centro-Oeste,R-BH-GO,Nexo Log,D+1,B2C,5.64,953.6,2026-06-11 12:00:00,2026-06-11 14:50:53.576647666,2.85,Atraso leve,86.64,47.09,39.55,45.65
SHP-00457,2026-06-18 10:00:00,HUB-GO,Nordeste,R-SP-RJ,ViaCargo,D+1,B2C,9.05,927.7,2026-06-19 16:00:00,2026-06-20 02:59:38.021257800,10.99,Atraso crítico,96.41,73.44,22.97,23.83
SHP-00458,2026-07-21 03:00:00,HUB-SP,Sul,R-SP-PR,RotaSul,D+1,B2C,21.09,1460.5,2026-07-22 09:00:00,2026-07-23 00:55:15.831637619,15.92,Atraso crítico,137.15,95.91,41.24,30.07
SHP-00459,2026-07-15 06:00:00,HUB-BH,Nordeste,R-SP-RJ,Nexo Log,Econômico,SMB,15.92,851.8,2026-07-19 06:00:00,2026-07-19 02:26:57.890526332,-3.55,No prazo,99.45,52.78,46.67,46.93
SHP-00460,2026-07-10 10:00:00,HUB-BH,Sul,R-BH-GO,RotaSul,D+1,Enterprise,23.27,292.2,2026-07-11 16:00:00,2026-07-11 12:25:57.557968569,-3.57,No prazo,78.07,41.87,36.2,46.37
SHP-00461,2026-07-24 23:00:00,HUB-GO,Sul,R-SP-BH,Atlas Express,Econômico,SMB,1.16,800.6,2026-07-28 23:00:00,2026-07-29 16:44:36.900752570,17.74,Atraso crítico,76.61,50.74,25.87,33.77
SHP-00462,2026-07-10 02:00:00,HUB-BH,Nordeste,R-SP-PR,Nexo Log,Econômico,B2C,19.01,397.8,2026-07-14 02:00:00,2026-07-14 17:38:33.850175055,15.64,Atraso crítico,93.61,59.24,34.37,36.72
SHP-00463,2026-07-17 04:00:00,HUB-GO,Nordeste,R-BH-GO,Atlas Express,D+2,SMB,2.75,445.2,2026-07-19 10:00:00,2026-07-19 03:29:29.449981487,-6.51,No prazo,52.65,33.85,18.8,35.71
SHP-00464,2026-07-31 00:00:00,HUB-SP,Centro-Oeste,R-SP-PR,RotaSul,D+2,SMB,14.91,744.7,2026-08-02 06:00:00,2026-08-02 12:15:27.215939060,6.26,Atraso leve,86.56,58.57,27.99,32.34
SHP-00465,2026-06-08 16:00:00,HUB-PR,Centro-Oeste,R-SP-BH,ViaCargo,D+2,SMB,3.1,196.1,2026-06-10 22:00:00,2026-06-10 17:01:54.269392246,-4.97,No prazo,38.19,23.93,14.26,37.34
SHP-00466,2026-07-23 21:00:00,HUB-SP,Centro-Oeste,R-RJ-NE,RotaSul,D+1,B2C,18.61,1363.1,2026-07-25 03:00:00,2026-07-24 19:00:00.000000000,-8.0,No prazo,142.66,95.54,47.12,33.03
SHP-00467,2026-07-21 15:00:00,HUB-PR,Nordeste,R-SP-BH,Nexo Log,D+2,SMB,15.76,778.1,2026-07-23 21:00:00,2026-07-24 03:33:34.010785661,6.56,Atraso leve,99.33,50.72,48.61,48.94
SHP-00468,2026-06-20 06:00:00,HUB-RJ,Nordeste,R-SP-RJ,Atlas Express,D+1,Enterprise,0.91,1583.6,2026-06-21 12:00:00,2026-06-21 16:47:53.818039233,4.8,Atraso leve,115.16,69.19,45.97,39.92
SHP-00469,2026-06-13 14:00:00,HUB-BH,Sul,R-SP-BH,Atlas Express,D+2,SMB,16.46,17.6,2026-06-15 20:00:00,2026-06-15 14:52:55.973119249,-5.12,No prazo,63.14,35.68,27.46,43.49
SHP-00470,2026-06-05 11:00:00,HUB-SP,Sul,R-SP-PR,Nexo Log,D+2,B2C,23.77,399.6,2026-06-07 17:00:00,2026-06-07 20:42:32.483916651,3.71,Atraso leve,87.99,66.57,21.42,24.34
SHP-00471,2026-07-30 04:00:00,HUB-PR,Centro-Oeste,R-RJ-NE,ViaCargo,Same Day,B2C,7.42,1404.0,2026-07-30 16:00:00,2026-07-30 10:26:48.919715957,-5.55,No prazo,109.39,66.05,43.34,39.62
SHP-00472,2026-07-05 19:00:00,HUB-SP,Nordeste,R-PR-CO,RotaSul,Econômico,B2C,1.99,1089.5,2026-07-09 19:00:00,2026-07-10 03:37:24.520638192,8.62,Atraso crítico,97.47,74.95,22.52,23.1
SHP-00473,2026-07-03 18:00:00,HUB-BH,Nordeste,R-RJ-NE,Atlas Express,D+2,B2C,21.23,388.2,2026-07-06 00:00:00,2026-07-06 05:38:55.413491703,5.65,Atraso leve,88.1,64.15,23.95,27.19
SHP-00474,2026-07-09 21:00:00,HUB-BH,Sudeste,R-PR-CO,Atlas Express,Econômico,B2C,8.09,644.8,2026-07-13 21:00:00,2026-07-13 13:00:00.000000000,-8.0,No prazo,80.41,63.83,16.58,20.62
SHP-00475,2026-06-23 04:00:00,HUB-GO,Nordeste,R-RJ-NE,ViaCargo,D+1,B2C,2.73,1557.6,2026-06-24 10:00:00,2026-06-24 02:43:39.248983682,-7.27,No prazo,126.46,73.76,52.7,41.67
SHP-00476,2026-06-14 07:00:00,HUB-RJ,Centro-Oeste,R-BH-GO,Atlas Express,D+1,B2C,13.27,722.9,2026-06-15 13:00:00,2026-06-15 22:04:55.406623693,9.08,Atraso crítico,91.78,50.78,41.0,44.67
SHP-00477,2026-07-26 13:00:00,HUB-PR,Centro-Oeste,R-PR-CO,RotaSul,Same Day,B2C,8.08,324.3,2026-07-27 01:00:00,2026-07-27 12:09:11.816952143,11.15,Atraso crítico,53.81,30.82,22.99,42.72
SHP-00478,2026-07-22 05:00:00,HUB-PR,Nordeste,R-RJ-NE,Atlas Express,D+1,B2C,8.3,1108.3,2026-07-23 11:00:00,2026-07-23 03:00:00.000000000,-8.0,No prazo,95.12,52.8,42.32,44.49
SHP-00479,2026-06-02 05:00:00,HUB-RJ,Sul,R-SP-PR,Nexo Log,Same Day,SMB,22.06,355.9,2026-06-02 17:00:00,2026-06-02 10:05:55.889914221,-6.9,No prazo,83.23,53.08,30.15,36.22
SHP-00480,2026-07-30 22:00:00,HUB-SP,Centro-Oeste,R-RJ-NE,RotaSul,D+1,B2C,20.91,1413.1,2026-08-01 04:00:00,2026-07-31 23:42:07.703581817,-4.3,No prazo,134.13,90.57,43.56,32.48
SHP-00481,2026-07-20 13:00:00,HUB-SP,Sudeste,R-PR-CO,RotaSul,D+2,B2C,9.92,1300.3,2026-07-22 19:00:00,2026-07-22 18:02:22.498224035,-0.96,No prazo,112.88,87.76,25.12,22.25
SHP-00482,2026-07-06 00:00:00,HUB-SP,Nordeste,R-PR-CO,RotaSul,D+1,SMB,15.91,240.5,2026-07-07 06:00:00,2026-07-07 13:34:45.755654496,7.58,Atraso leve,60.24,31.63,28.61,47.49
SHP-00483,2026-07-14 06:00:00,HUB-RJ,Nordeste,R-PR-CO,RotaSul,Same Day,SMB,23.93,566.4,2026-07-14 18:00:00,2026-07-15 05:12:01.537367238,11.2,Atraso crítico,97.75,61.98,35.77,36.59
SHP-00484,2026-07-15 11:00:00,HUB-RJ,Sul,R-RJ-NE,Nexo Log,D+2,B2C,20.54,648.9,2026-07-17 17:00:00,2026-07-18 06:23:33.340676494,13.39,Atraso crítico,105.43,64.95,40.48,38.4
SHP-00485,2026-07-24 13:00:00,HUB-GO,Sul,R-RJ-NE,ViaCargo,Econômico,B2C,9.09,227.2,2026-07-28 13:00:00,2026-07-28 16:57:38.317009603,3.96,Atraso leve,51.19,26.08,25.11,49.05
SHP-00486,2026-06-21 18:00:00,HUB-PR,Sul,R-SP-PR,Atlas Express,D+1,B2C,14.76,1443.4,2026-06-23 00:00:00,2026-06-23 18:48:50.871382092,18.81,Atraso crítico,135.61,74.03,61.58,45.41
SHP-00487,2026-06-04 17:00:00,HUB-BH,Sul,R-BH-GO,Atlas Express,D+1,B2C,6.56,985.7,2026-06-05 23:00:00,2026-06-05 20:54:39.578961323,-2.09,No prazo,82.44,49.0,33.44,40.56
SHP-00488,2026-07-03 20:00:00,HUB-BH,Sudeste,R-RJ-NE,RotaSul,D+2,B2C,22.0,559.1,2026-07-06 02:00:00,2026-07-07 04:22:53.754176769,26.38,Atraso crítico,92.47,72.98,19.49,21.08
SHP-00489,2026-06-12 10:00:00,HUB-RJ,Centro-Oeste,R-SP-RJ,Nexo Log,D+1,B2C,5.57,1249.9,2026-06-13 16:00:00,2026-06-13 11:30:56.612621644,-4.48,No prazo,100.48,50.67,49.81,49.57
SHP-00490,2026-06-13 19:00:00,HUB-GO,Nordeste,R-SP-PR,Atlas Express,D+2,B2C,4.88,854.7,2026-06-16 01:00:00,2026-06-15 17:24:17.258503302,-7.6,No prazo,79.39,51.13,28.26,35.6
SHP-00491,2026-06-29 17:00:00,HUB-BH,Sudeste,R-SP-PR,ViaCargo,Econômico,B2C,12.14,813.5,2026-07-03 17:00:00,2026-07-03 11:54:50.885488524,-5.09,No prazo,104.85,68.42,36.43,34.74
SHP-00492,2026-07-27 04:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,Atlas Express,D+2,B2C,17.08,1035.9,2026-07-29 10:00:00,2026-07-29 08:03:08.145849359,-1.95,No prazo,113.37,54.59,58.78,51.85
SHP-00493,2026-06-30 14:00:00,HUB-PR,Sul,R-SP-PR,ViaCargo,Same Day,SMB,7.55,1596.3,2026-07-01 02:00:00,2026-07-01 10:57:25.873591189,8.96,Atraso crítico,139.04,94.41,44.63,32.1
SHP-00494,2026-07-10 13:00:00,HUB-PR,Sul,R-RJ-NE,Atlas Express,D+1,B2C,16.49,793.4,2026-07-11 19:00:00,2026-07-12 08:41:17.484086503,13.69,Atraso crítico,89.39,51.24,38.15,42.68
SHP-00495,2026-06-15 05:00:00,HUB-BH,Sul,R-SP-BH,Nexo Log,D+1,SMB,18.24,707.4,2026-06-16 11:00:00,2026-06-16 06:25:09.727718115,-4.58,No prazo,92.78,45.99,46.79,50.43
SHP-00496,2026-07-21 19:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,Nexo Log,D+2,B2C,10.58,932.7,2026-07-24 01:00:00,2026-07-24 15:07:00.675262760,14.12,Atraso crítico,98.35,69.98,28.37,28.85
SHP-00497,2026-06-02 23:00:00,HUB-PR,Centro-Oeste,R-SP-RJ,ViaCargo,D+1,B2C,13.35,1147.6,2026-06-04 05:00:00,2026-06-04 11:58:41.253550565,6.98,Atraso leve,109.34,77.2,32.14,29.39
SHP-00498,2026-07-03 16:00:00,HUB-SP,Nordeste,R-PR-CO,RotaSul,D+1,SMB,18.93,1455.7,2026-07-04 22:00:00,2026-07-04 18:32:53.842527171,-3.45,No prazo,144.86,84.28,60.58,41.82
SHP-00499,2026-06-11 19:00:00,HUB-GO,Sudeste,R-SP-BH,RotaSul,Econômico,B2C,3.13,262.3,2026-06-15 19:00:00,2026-06-15 23:01:26.123100505,4.02,Atraso leve,56.34,35.18,21.16,37.56
SHP-00500,2026-06-01 21:00:00,HUB-RJ,Centro-Oeste,R-SP-RJ,Atlas Express,D+1,SMB,15.81,231.5,2026-06-03 03:00:00,2026-06-02 19:00:00.000000000,-8.0,No prazo,76.16,41.78,34.38,45.14
SHP-00501,2026-06-20 09:00:00,HUB-SP,Nordeste,R-SP-RJ,Nexo Log,Same Day,B2C,15.2,51.9,2026-06-20 21:00:00,2026-06-20 22:05:40.713888725,1.09,Atraso leve,52.7,34.35,18.35,34.82
SHP-00502,2026-06-29 00:00:00,HUB-PR,Nordeste,R-PR-CO,Atlas Express,D+2,B2C,7.18,392.0,2026-07-01 06:00:00,2026-07-01 12:20:50.667516221,6.35,Atraso leve,60.27,41.95,18.32,30.4
SHP-00503,2026-07-02 12:00:00,HUB-PR,Centro-Oeste,R-RJ-NE,RotaSul,D+2,B2C,5.48,1093.5,2026-07-04 18:00:00,2026-07-04 22:30:36.441668405,4.51,Atraso leve,94.24,56.88,37.36,39.64
SHP-00504,2026-07-04 12:00:00,HUB-RJ,Centro-Oeste,R-SP-PR,ViaCargo,D+2,B2C,20.32,187.9,2026-07-06 18:00:00,2026-07-06 10:00:00.000000000,-8.0,No prazo,80.32,49.31,31.01,38.61
SHP-00505,2026-06-29 14:00:00,HUB-PR,Centro-Oeste,R-SP-PR,Atlas Express,D+1,B2C,5.46,817.6,2026-06-30 20:00:00,2026-07-01 08:50:44.233151207,12.85,Atraso crítico,91.56,68.61,22.95,25.07
SHP-00506,2026-06-30 02:00:00,HUB-GO,Sudeste,R-PR-CO,Nexo Log,D+1,B2C,13.82,1408.9,2026-07-01 08:00:00,2026-07-01 04:05:06.709088918,-3.91,No prazo,120.79,86.0,34.79,28.8
SHP-00507,2026-06-03 14:00:00,HUB-GO,Sul,R-SP-PR,Atlas Express,Econômico,B2C,18.02,1073.7,2026-06-07 14:00:00,2026-06-07 16:01:38.515727587,2.03,Atraso leve,130.3,80.62,49.68,38.13
SHP-00508,2026-07-20 03:00:00,HUB-BH,Sudeste,R-BH-GO,RotaSul,Econômico,SMB,5.34,783.7,2026-07-24 03:00:00,2026-07-24 14:30:20.332287358,11.51,Atraso crítico,85.17,49.18,35.99,42.26
SHP-00509,2026-06-17 09:00:00,HUB-PR,Sudeste,R-SP-BH,ViaCargo,D+2,B2C,17.44,1016.2,2026-06-19 15:00:00,2026-06-19 12:33:39.591535525,-2.44,No prazo,107.72,83.14,24.58,22.82
SHP-00510,2026-06-23 01:00:00,HUB-BH,Centro-Oeste,R-PR-CO,ViaCargo,Econômico,SMB,14.37,1256.2,2026-06-27 01:00:00,2026-06-26 17:00:00.000000000,-8.0,No prazo,126.77,90.64,36.13,28.5
SHP-00511,2026-07-08 08:00:00,HUB-PR,Sudeste,R-SP-BH,ViaCargo,Econômico,B2C,20.64,400.1,2026-07-12 08:00:00,2026-07-12 13:25:56.253477107,5.43,Atraso leve,84.24,60.9,23.34,27.71
SHP-00512,2026-06-15 10:00:00,HUB-RJ,Sudeste,R-BH-GO,Atlas Express,D+2,B2C,0.42,602.2,2026-06-17 16:00:00,2026-06-17 11:09:43.157604199,-4.84,No prazo,55.87,27.41,28.46,50.94
SHP-00513,2026-07-19 19:00:00,HUB-PR,Nordeste,R-SP-RJ,ViaCargo,D+1,Enterprise,10.0,752.2,2026-07-21 01:00:00,2026-07-20 22:02:19.152678809,-2.96,No prazo,79.59,60.17,19.42,24.4
SHP-00514,2026-07-06 04:00:00,HUB-RJ,Nordeste,R-BH-GO,Atlas Express,D+1,B2C,7.51,542.5,2026-07-07 10:00:00,2026-07-07 08:48:23.868191003,-1.19,No prazo,73.94,40.26,33.68,45.55
SHP-00515,2026-06-28 11:00:00,HUB-RJ,Centro-Oeste,R-SP-RJ,RotaSul,Econômico,B2C,14.37,369.3,2026-07-02 11:00:00,2026-07-02 18:00:20.101615745,7.01,Atraso leve,65.83,42.14,23.69,35.99
SHP-00516,2026-06-22 13:00:00,HUB-PR,Sul,R-BH-GO,ViaCargo,D+1,B2C,4.17,84.5,2026-06-23 19:00:00,2026-06-23 22:50:04.330686905,3.83,Atraso leve,37.55,27.91,9.64,25.67
SHP-00517,2026-07-20 01:00:00,HUB-PR,Centro-Oeste,R-SP-PR,Atlas Express,D+1,B2C,17.48,327.2,2026-07-21 07:00:00,2026-07-22 06:44:37.275728765,23.74,Atraso crítico,72.5,52.01,20.49,28.26
SHP-00518,2026-06-13 12:00:00,HUB-GO,Centro-Oeste,R-SP-PR,ViaCargo,Econômico,B2C,15.18,1021.5,2026-06-17 12:00:00,2026-06-17 20:51:55.973751299,8.87,Atraso crítico,114.26,71.74,42.52,37.21
SHP-00519,2026-07-02 05:00:00,HUB-GO,Nordeste,R-SP-RJ,Atlas Express,Same Day,SMB,12.69,989.8,2026-07-02 17:00:00,2026-07-02 09:00:00.000000000,-8.0,No prazo,97.5,76.5,21.0,21.54
SHP-00520,2026-06-04 00:00:00,HUB-RJ,Sudeste,R-SP-RJ,Atlas Express,D+2,SMB,7.73,645.8,2026-06-06 06:00:00,2026-06-06 17:54:10.939792838,11.9,Atraso crítico,70.34,57.65,12.69,18.04
SHP-00521,2026-07-29 06:00:00,HUB-GO,Sudeste,R-SP-RJ,ViaCargo,Econômico,B2C,13.49,205.7,2026-08-02 06:00:00,2026-08-02 01:47:08.051828109,-4.21,No prazo,71.37,40.92,30.45,42.66
SHP-00522,2026-06-26 13:00:00,HUB-SP,Centro-Oeste,R-BH-GO,Atlas Express,D+2,B2C,4.04,493.8,2026-06-28 19:00:00,2026-06-28 19:20:56.166429742,0.35,Atraso leve,52.45,41.62,10.83,20.65
SHP-00523,2026-06-03 17:00:00,HUB-RJ,Centro-Oeste,R-SP-PR,RotaSul,D+1,B2C,8.38,732.6,2026-06-04 23:00:00,2026-06-05 10:54:28.508372453,11.91,Atraso crítico,82.86,67.5,15.36,18.54
SHP-00524,2026-06-18 21:00:00,HUB-RJ,Nordeste,R-SP-RJ,Nexo Log,D+1,B2C,4.35,936.4,2026-06-20 03:00:00,2026-06-20 00:24:25.275679030,-2.59,No prazo,84.19,41.89,42.3,50.24
SHP-00525,2026-07-02 07:00:00,HUB-PR,Nordeste,R-RJ-NE,ViaCargo,D+1,B2C,10.01,1217.8,2026-07-03 13:00:00,2026-07-03 05:00:00.000000000,-8.0,No prazo,108.59,65.58,43.01,39.61
SHP-00526,2026-06-18 16:00:00,HUB-PR,Centro-Oeste,R-PR-CO,ViaCargo,D+2,SMB,20.71,907.8,2026-06-20 22:00:00,2026-06-20 14:00:00.000000000,-8.0,No prazo,110.64,53.97,56.67,51.22
SHP-00527,2026-06-14 09:00:00,HUB-GO,Sul,R-SP-PR,Nexo Log,D+1,B2C,20.11,287.2,2026-06-15 15:00:00,2026-06-15 11:43:30.460479701,-3.27,No prazo,83.32,61.33,21.99,26.39
SHP-00528,2026-07-01 20:00:00,HUB-PR,Nordeste,R-SP-BH,ViaCargo,Econômico,B2C,1.48,817.2,2026-07-05 20:00:00,2026-07-05 19:06:16.657138352,-0.9,No prazo,77.33,45.18,32.15,41.58
SHP-00529,2026-07-19 01:00:00,HUB-PR,Sul,R-BH-GO,Atlas Express,Same Day,B2C,22.02,1562.9,2026-07-19 13:00:00,2026-07-19 05:00:00.000000000,-8.0,No prazo,149.28,80.55,68.73,46.04
SHP-00530,2026-06-14 01:00:00,HUB-BH,Centro-Oeste,R-PR-CO,Atlas Express,Econômico,B2C,1.15,375.4,2026-06-18 01:00:00,2026-06-18 10:45:02.554440535,9.75,Atraso crítico,57.9,40.03,17.87,30.86
SHP-00531,2026-07-15 22:00:00,HUB-RJ,Nordeste,R-PR-CO,Atlas Express,D+1,B2C,11.7,1432.4,2026-07-17 04:00:00,2026-07-16 20:00:00.000000000,-8.0,No prazo,121.94,85.83,36.11,29.61
SHP-00532,2026-07-25 00:00:00,HUB-SP,Sul,R-SP-RJ,Atlas Express,D+1,Enterprise,7.93,949.4,2026-07-26 06:00:00,2026-07-25 22:00:00.000000000,-8.0,No prazo,92.66,53.99,38.67,41.73
SHP-00533,2026-07-01 07:00:00,HUB-PR,Centro-Oeste,R-SP-RJ,RotaSul,D+1,B2C,8.92,1197.9,2026-07-02 13:00:00,2026-07-02 05:21:22.782516393,-7.64,No prazo,99.93,59.24,40.69,40.72
SHP-00534,2026-07-15 06:00:00,HUB-SP,Centro-Oeste,R-PR-CO,Atlas Express,Econômico,B2C,1.35,319.5,2026-07-19 06:00:00,2026-07-19 05:20:42.509655459,-0.65,No prazo,34.25,22.31,11.94,34.86
SHP-00535,2026-07-04 08:00:00,HUB-RJ,Centro-Oeste,R-SP-PR,RotaSul,Same Day,B2C,20.81,50.9,2026-07-04 20:00:00,2026-07-04 12:00:00.000000000,-8.0,No prazo,69.61,54.59,15.02,21.58
SHP-00536,2026-06-04 12:00:00,HUB-SP,Sudeste,R-RJ-NE,Nexo Log,D+2,B2C,21.15,1559.1,2026-06-06 18:00:00,2026-06-07 04:02:14.187706579,10.04,Atraso crítico,151.02,90.18,60.84,40.29
SHP-00537,2026-07-12 20:00:00,HUB-RJ,Sul,R-SP-BH,RotaSul,D+1,B2C,0.67,97.6,2026-07-14 02:00:00,2026-07-13 19:01:02.837873586,-6.98,No prazo,43.88,22.15,21.73,49.52
SHP-00538,2026-06-11 10:00:00,HUB-GO,Nordeste,R-SP-RJ,ViaCargo,D+1,B2C,9.83,726.2,2026-06-12 16:00:00,2026-06-12 15:31:30.650826685,-0.47,No prazo,82.0,40.42,41.58,50.71
SHP-00539,2026-06-30 23:00:00,HUB-GO,Sudeste,R-SP-RJ,RotaSul,D+2,B2C,11.64,716.0,2026-07-03 05:00:00,2026-07-02 23:27:03.986511227,-5.55,No prazo,78.93,38.01,40.92,51.84
SHP-00540,2026-06-07 10:00:00,HUB-GO,Sudeste,R-SP-RJ,RotaSul,Econômico,B2C,9.84,1144.3,2026-06-11 10:00:00,2026-06-12 02:37:06.375645676,16.62,Atraso crítico,111.3,60.39,50.91,45.74
SHP-00541,2026-07-09 11:00:00,HUB-GO,Sul,R-BH-GO,Atlas Express,D+1,B2C,6.42,745.3,2026-07-10 17:00:00,2026-07-10 14:12:21.165108278,-2.79,No prazo,83.51,54.55,28.96,34.68
SHP-00542,2026-06-19 14:00:00,HUB-BH,Centro-Oeste,R-SP-RJ,Atlas Express,Econômico,B2C,6.34,1289.4,2026-06-23 14:00:00,2026-06-23 06:00:00.000000000,-8.0,No prazo,115.76,90.04,25.72,22.22
SHP-00543,2026-07-20 18:00:00,HUB-GO,Centro-Oeste,R-SP-PR,RotaSul,D+1,Enterprise,3.89,1418.8,2026-07-22 00:00:00,2026-07-23 07:41:20.010362076,31.69,Atraso crítico,108.63,59.38,49.25,45.34
SHP-00544,2026-07-06 08:00:00,HUB-GO,Centro-Oeste,R-SP-PR,ViaCargo,D+2,B2C,19.84,1377.6,2026-07-08 14:00:00,2026-07-09 22:03:51.408770093,32.06,Atraso crítico,137.01,111.11,25.9,18.9
SHP-00545,2026-07-05 06:00:00,HUB-RJ,Sul,R-RJ-NE,ViaCargo,Econômico,B2C,9.21,331.6,2026-07-09 06:00:00,2026-07-08 23:39:12.328161509,-6.35,No prazo,52.53,39.24,13.29,25.3
SHP-00546,2026-07-30 10:00:00,HUB-RJ,Centro-Oeste,R-RJ-NE,RotaSul,D+2,B2C,20.73,1074.0,2026-08-01 16:00:00,2026-08-01 09:11:29.535640126,-6.81,No prazo,131.52,89.22,42.3,32.16
SHP-00547,2026-06-20 06:00:00,HUB-PR,Centro-Oeste,R-SP-BH,Atlas Express,Same Day,B2C,17.48,546.7,2026-06-20 18:00:00,2026-06-21 22:45:58.146690899,28.77,Atraso crítico,77.58,53.92,23.66,30.5
SHP-00548,2026-07-08 01:00:00,HUB-BH,Nordeste,R-SP-PR,RotaSul,D+1,B2C,8.46,1026.6,2026-07-09 07:00:00,2026-07-10 10:15:13.629557842,27.25,Atraso crítico,95.16,64.34,30.82,32.39
SHP-00549,2026-07-17 02:00:00,HUB-PR,Centro-Oeste,R-SP-BH,ViaCargo,Same Day,B2C,1.18,245.3,2026-07-17 14:00:00,2026-07-17 07:22:42.244346428,-6.62,No prazo,33.39,22.86,10.53,31.54
SHP-00550,2026-07-23 01:00:00,HUB-PR,Sul,R-BH-GO,Nexo Log,D+1,B2C,6.07,269.9,2026-07-24 07:00:00,2026-07-24 15:27:43.227260824,8.46,Atraso crítico,49.33,36.69,12.64,25.62
SHP-00551,2026-06-17 09:00:00,HUB-GO,Sul,R-RJ-NE,Nexo Log,D+1,SMB,20.88,938.2,2026-06-18 15:00:00,2026-06-18 07:00:00.000000000,-8.0,No prazo,112.72,56.76,55.96,49.65
SHP-00552,2026-06-03 18:00:00,HUB-RJ,Sul,R-RJ-NE,ViaCargo,D+2,B2C,18.13,1057.5,2026-06-06 00:00:00,2026-06-06 09:36:39.185642109,9.61,Atraso crítico,122.88,96.76,26.12,21.26
SHP-00553,2026-06-20 21:00:00,HUB-RJ,Nordeste,R-SP-PR,RotaSul,D+1,B2C,2.04,240.4,2026-06-22 03:00:00,2026-06-22 12:26:23.275767536,9.44,Atraso crítico,53.6,41.85,11.75,21.92
SHP-00554,2026-07-09 22:00:00,HUB-GO,Sudeste,R-SP-RJ,RotaSul,D+2,B2C,3.66,1595.3,2026-07-12 04:00:00,2026-07-12 08:43:26.035030781,4.72,Atraso leve,109.45,74.76,34.69,31.69
SHP-00555,2026-06-19 02:00:00,HUB-SP,Sudeste,R-SP-BH,Nexo Log,D+2,B2C,5.41,1119.3,2026-06-21 08:00:00,2026-06-21 10:00:42.961134993,2.01,Atraso leve,105.43,57.38,48.05,45.58
SHP-00556,2026-07-20 23:00:00,HUB-BH,Sul,R-SP-PR,ViaCargo,D+1,B2C,13.57,629.5,2026-07-22 05:00:00,2026-07-23 10:21:02.179983901,29.35,Atraso crítico,98.87,69.35,29.52,29.86
SHP-00557,2026-06-23 16:00:00,HUB-BH,Centro-Oeste,R-RJ-NE,RotaSul,Same Day,B2C,9.34,247.3,2026-06-24 04:00:00,2026-06-23 20:00:00.000000000,-8.0,No prazo,59.17,43.08,16.09,27.19
SHP-00558,2026-06-13 07:00:00,HUB-GO,Nordeste,R-BH-GO,RotaSul,D+1,B2C,18.64,540.0,2026-06-14 13:00:00,2026-06-15 06:44:13.846183973,17.74,Atraso crítico,83.83,60.97,22.86,27.27
SHP-00559,2026-06-08 21:00:00,HUB-SP,Sul,R-PR-CO,ViaCargo,D+1,Enterprise,11.85,1259.9,2026-06-10 03:00:00,2026-06-10 08:22:33.437187716,5.38,Atraso leve,105.96,84.45,21.51,20.3
SHP-00560,2026-06-24 08:00:00,HUB-GO,Sudeste,R-BH-GO,Nexo Log,Econômico,SMB,8.7,717.0,2026-06-28 08:00:00,2026-06-29 01:47:07.982137415,17.79,Atraso crítico,86.42,54.03,32.39,37.48
SHP-00561,2026-06-29 21:00:00,HUB-PR,Sudeste,R-SP-BH,Atlas Express,Econômico,SMB,19.52,1312.6,2026-07-03 21:00:00,2026-07-04 01:04:50.092517966,4.08,Atraso leve,141.76,114.34,27.42,19.34
SHP-00562,2026-06-08 23:00:00,HUB-BH,Centro-Oeste,R-RJ-NE,RotaSul,D+1,B2C,0.34,925.5,2026-06-10 05:00:00,2026-06-10 11:32:20.454915991,6.54,Atraso leve,84.24,45.43,38.81,46.07
SHP-00563,2026-06-11 20:00:00,HUB-BH,Sudeste,R-SP-BH,Atlas Express,D+2,SMB,16.51,190.5,2026-06-14 02:00:00,2026-06-14 06:38:04.940103717,4.63,Atraso leve,58.5,42.8,15.7,26.84
SHP-00564,2026-06-05 01:00:00,HUB-SP,Nordeste,R-SP-PR,Nexo Log,D+2,B2C,2.5,1017.6,2026-06-07 07:00:00,2026-06-07 21:42:22.192425560,14.71,Atraso crítico,76.29,61.12,15.17,19.88
SHP-00565,2026-06-04 16:00:00,HUB-SP,Sul,R-SP-RJ,Nexo Log,D+1,SMB,23.97,56.1,2026-06-05 22:00:00,2026-06-05 14:00:00.000000000,-8.0,No prazo,62.64,37.53,25.11,40.09
